Year,Geography,Geographic Area Name,Households Estimate Total,Families Estimate Total,Married-Couple Families Estimate Total,Nonfamily Households Estimate Total,"Households Estimate Less Than $10,000","Families Estimate Less Than $10,000","Married-Couple Families Estimate Less Than $10,000","Nonfamily Households Estimate Less Than $10,000","Households Estimate $10,000 To $14,999","Families Estimate $10,000 To $14,999","Married-Couple Families Estimate $10,000 To $14,999","Nonfamily Households Estimate $10,000 To $14,999","Households Estimate $15,000 To $24,999","Families Estimate $15,000 To $24,999","Married-Couple Families Estimate $15,000 To $24,999","Nonfamily Households Estimate $15,000 To $24,999","Households Estimate $25,000 To $34,999","Families Estimate $25,000 To $34,999","Married-Couple Families Estimate $25,000 To $34,999","Nonfamily Households Estimate $25,000 To $34,999","Households Estimate $35,000 To $49,999","Families Estimate $35,000 To $49,999","Married-Couple Families Estimate $35,000 To $49,999","Nonfamily Households Estimate $35,000 To $49,999","Households Estimate $50,000 To $74,999","Families Estimate $50,000 To $74,999","Married-Couple Families Estimate $50,000 To $74,999","Nonfamily Households Estimate $50,000 To $74,999","Households Estimate $75,000 To $99,999","Families Estimate $75,000 To $99,999","Married-Couple Families Estimate $75,000 To $99,999","Nonfamily Households Estimate $75,000 To $99,999","Households Estimate $100,000 To $149,999","Families Estimate $100,000 To $149,999","Married-Couple Families Estimate $100,000 To $149,999","Nonfamily Households Estimate $100,000 To $149,999","Households Estimate $150,000 To $199,999","Families Estimate $150,000 To $199,999","Married-Couple Families Estimate $150,000 To $199,999","Nonfamily Households Estimate $150,000 To $199,999","Households Estimate $200,000 Or More","Families Estimate $200,000 Or More","Married-Couple Families Estimate $200,000 Or More","Nonfamily Households Estimate $200,000 Or More",Households Estimate Median Income (Dollars),Families Estimate Median Income (Dollars),Married-Couple Families Estimate Median Income (Dollars),Nonfamily Households Estimate Median Income (Dollars),Households Estimate Mean Income (Dollars),Families Estimate Mean Income (Dollars),Married-Couple Families Estimate Mean Income (Dollars),Nonfamily Households Estimate Mean Income (Dollars),Households Estimate Percent Imputed Household Income In The Past 12 Months,Families Estimate Percent Imputed Household Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Household Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Household Income In The Past 12 Months,Households Estimate Percent Imputed Family Income In The Past 12 Months,Families Estimate Percent Imputed Family Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Family Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Family Income In The Past 12 Months,Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months
2013,0400000US23,Maine,553823,350205,273663,203618,6.8,3.7,1.2,13.5,6.4,3.1,1.5,12.9,11.9,8.5,5.9,18.9,11.6,10,8.3,15,14.6,14.5,14,14.3,19.3,21.8,23.6,13.9,12.5,15.8,18.2,6.1,10.9,14.6,17.5,3.7,3.2,4.3,5.3,1,2.7,3.7,4.6,0.8,48453,61107,70070,27527,63143,75527,85320,38866,23.1,(X),(X),(X),(X),22.9,(X),(X),(X),(X),(X),21.8
2013,0400000US24,Maryland,2146240,1438269,1028614,707971,5.2,3.1,0.9,10.3,3.3,1.8,0.8,6.7,7,4.8,2.7,12.2,7.2,5.9,3.8,10.6,10.9,9.6,7.3,13.9,17.3,16.4,14.8,18.8,13.5,14.4,15.2,11.3,18.2,21.3,25.1,10.4,8.8,11.1,14,3.3,8.7,11.5,15.3,2.4,73538,88738,107442,45696,96072,111740,131378,59835,28,(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),24.6
2013,0400000US25,Massachusetts,2530147,1607082,1187434,923065,6.2,3.6,1.1,11.5,5.2,2.5,1,10.5,8.6,5.8,3.3,14.1,7.8,6.6,4.6,10.5,10.8,9.7,8,13,16.1,15.9,15.1,16.4,12.9,14.3,15.5,9.7,16.6,20.5,24.5,8.9,7.8,10.2,12.8,3.1,7.9,10.8,14.1,2.5,66866,84900,102264,38862,90877,109134,128198,55785,30.2,(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),27.7
2013,0400000US26,Michigan,3823280,2510943,1853112,1312337,8.2,5.3,1.7,15.1,5.6,3.4,1.5,10.4,11.8,8.3,5.2,19,11.2,9.3,7.5,14.9,14.6,14.1,13.6,15.2,18.4,20.4,22.1,14,11.9,14.7,17.4,6,11.4,15.1,18.9,3.7,3.8,5.2,6.7,0.9,3.1,4.2,5.5,0.8,48411,60793,72941,28358,64753,77082,90034,38996,27.6,(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),26.1
2013,0400000US27,Minnesota,2107232,1370412,1081359,736820,5.6,3.1,0.9,11.4,4.5,2.2,1,9.2,9.3,5.9,3.6,16.4,9.3,7.4,5.5,13.4,13.2,11.6,10.2,16.3,19.1,20,20.4,16.8,14.3,17,19.1,8.3,14.9,19.4,23,5.6,5.2,7.1,8.6,1.4,4.6,6.3,7.7,1.3,59836,74683,85316,34624,77204,92087,103997,46575,23.1,(X),(X),(X),(X),22.9,(X),(X),(X),(X),(X),22.1
2013,0400000US28,Mississippi,1088073,749283,497494,338790,11.4,7.7,2.2,21.3,8.1,5.1,2.3,15,14.3,12.3,7.9,19.4,12,11.5,9.5,13,14.4,14.8,15,13,16.9,19.3,23.3,10.6,10,12.4,16.1,4.1,8.5,11,15.3,2.4,2.5,3.2,4.6,0.6,2.1,2.7,3.8,0.6,39031,48471,62833,21448,54132,63155,77990,32053,32.1,(X),(X),(X),(X),33,(X),(X),(X),(X),(X),28.3
2013,0400000US29,Missouri,2360131,1540854,1152613,819277,7.9,4.8,1.6,14.9,5.9,3.3,1.6,11.5,12,8.6,5.7,18.9,11.5,10,8.2,14.8,15,14.5,13.9,15.6,18.8,21,22.8,13.6,11.8,14.6,17.3,5.6,10.8,14.3,17.8,3.6,3.5,4.8,6.2,0.9,2.9,4,5.1,0.8,47380,59527,70665,27942,63756,75926,87859,38520,27.6,(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),25.6
2013,0400000US30,Montana,405525,255911,202619,149614,7.1,4.2,1.8,13.5,6.3,3.2,1.7,12,13.1,8.6,6.1,21,12,10.2,8.7,15.5,15,14.7,14.2,15.3,19.3,22.3,24.3,13.4,11.9,15.7,18.2,4.8,10.2,13.9,16.5,3.2,2.7,3.8,4.5,0.6,2.4,3.3,4.1,0.8,46230,59743,67514,27088,60639,73302,81963,36996,28.1,(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),26.4
2013,0400000US31,Nebraska,725787,471790,370990,253997,6,3.3,1,12.2,5.4,2.6,1.2,11.2,10.9,7.3,4.6,18.5,11.2,8.9,6.9,16,14.8,13.7,12.6,16.7,20,22.3,23.6,14.7,13.2,16.6,19.3,5.9,12,16.4,19.7,3.2,3.5,4.9,6,0.8,3,4.2,5.2,0.8,51672,65328,75243,30047,67023,80519,90997,39574,23.5,(X),(X),(X),(X),23.5,(X),(X),(X),(X),(X),22.4
2013,0400000US32,Nevada,999016,647390,456580,351626,6.5,4.5,1.8,11.5,4.6,2.9,1.6,8.1,10.4,8,5.5,15.8,11,9.9,8,13.7,14.8,14.4,13.2,15.7,19.7,20.7,21.5,17,12.8,14.7,17.3,8.2,12.7,15.4,19.1,6.5,4.2,5.2,6.7,1.9,3.3,4.1,5.4,1.5,52800,61359,72959,35702,69629,78302,90445,49755,30.5,(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),27.3
2013,0400000US33,New Hampshire,518245,346150,275954,172095,4.5,2.4,0.9,9.6,4,1.8,0.7,9.1,8.4,5.1,3.2,15.8,8.8,6.9,5.4,13.3,12.8,11.4,9.6,16.1,18.5,18.9,18.6,17.1,14.5,17,18.7,8.4,16.6,20.9,24.4,6.9,6.6,8.6,10.2,2,5.3,7,8.4,1.7,64916,79886,89729,37039,82935,96947,108242,50868,26.3,(X),(X),(X),(X),26.5,(X),(X),(X),(X),(X),24
2013,0400000US34,New Jersey,3186418,2206583,1626673,979835,5.4,3.4,1.1,10.9,3.8,2.2,1,7.9,8.1,5.5,3.2,14.9,7.9,6.4,4.6,11.7,10.6,9.5,7.7,13.4,16.1,15.7,14.6,16.7,13,14,14.7,10.1,17.2,20.5,24,8.7,8.5,10.7,13.4,3,9.4,12.2,15.7,2.7,71629,87347,105286,39789,97225,113394,132496,56748,31.4,(X),(X),(X),(X),32,(X),(X),(X),(X),(X),28.1
2013,0400000US35,New Mexico,761938,498457,348614,263481,9.4,6.5,2.5,16.8,6.4,4.4,2.8,10.7,12.9,11,7.9,17.5,11.4,10.4,8.6,13.7,14.4,14,13.1,14.5,17.2,18.6,20.4,13.2,11.3,13.2,16.2,6.8,10.6,13.5,17.2,4.4,3.6,4.7,6.2,1.3,2.9,3.7,5.1,1.1,44927,54513,67931,28110,61682,71019,84426,41000,29.3,(X),(X),(X),(X),30.4,(X),(X),(X),(X),(X),25.5
2013,0400000US36,New York,7234743,4637549,3208435,2597194,7.8,5,1.7,13.9,5.2,3.4,1.9,8.9,10,7.7,5,14.7,9.1,8.1,6.2,11.3,11.9,11.4,9.9,12.9,16.6,17.1,17.1,15.4,12,13.5,15,8.9,14.2,17.2,21,7.9,6.2,7.8,10.2,2.8,7,8.9,12,3.4,58003,70670,88029,36179,84432,97941,117730,56842,33.8,(X),(X),(X),(X),35.5,(X),(X),(X),(X),(X),29
2013,0400000US37,North Carolina,3715565,2472888,1802864,1242677,8.3,5.5,1.8,15.2,6.3,3.7,1.8,11.9,12.1,9.6,6.3,17.9,11.8,10.6,8.5,14.6,14.8,14.5,13.6,15.2,18.1,19.7,21.9,13.7,11.3,13.8,16.8,5.8,10.5,13.6,17.4,3.8,3.5,4.7,6.1,1,3.3,4.4,5.8,1,46334,56928,70197,28196,63707,74863,88728,39406,27.8,(X),(X),(X),(X),28.4,(X),(X),(X),(X),(X),25.3
2013,0400000US38,North Dakota,287270,175638,142300,111632,6.8,3.3,1.1,13.5,5.1,2.1,1,10.2,10,6.4,4.4,16.4,10.8,7.8,6.2,15.8,14.1,12.5,10.9,17,18.9,21.4,22.3,14.3,14.1,18,20.6,7.1,13,18.2,21.3,3.7,3.6,5.2,6.1,0.9,3.6,5.1,6.1,1.1,53741,70767,79820,31330,70235,86449,95868,42235,26.7,(X),(X),(X),(X),26.2,(X),(X),(X),(X),(X),26.5
2013,0400000US39,Ohio,4557655,2949414,2166027,1608241,8.2,5.3,1.5,14.9,5.7,3.3,1.4,10.6,11.8,8.1,4.9,19.3,11.2,9.3,7.5,14.8,14.6,14.1,13.2,15.4,18.6,20.7,22.4,14,11.9,15,17.9,5.7,11.3,15.2,19.3,3.6,3.6,5,6.5,0.9,3,4.2,5.4,0.8,48308,61371,73925,28128,64449,77195,90649,38806,25.8,(X),(X),(X),(X),25.9,(X),(X),(X),(X),(X),24.3
2013,0400000US40,Oklahoma,1444081,961468,713286,482613,8.2,5.3,1.8,15.5,6.4,3.5,1.9,12.4,12.5,9.4,6.6,19.2,12.1,10.7,8.9,14.9,15.1,15,14.3,14.8,18.7,21,23.2,13,11.4,14.2,17,5.1,10.1,13.3,16.7,3.2,3,4,5,0.9,2.7,3.5,4.5,0.9,45339,56464,67224,26653,61481,72367,84066,37465,28,(X),(X),(X),(X),28.4,(X),(X),(X),(X),(X),25.7
2013,0400000US41,Oregon,1516456,966968,739803,549488,7.5,4.9,1.7,13.8,5.4,3.2,1.8,9.9,11.4,8.3,5.9,17.6,10.9,9.5,7.9,13.7,14.6,14.1,13.4,15.2,18.7,20.4,21.7,15,12.5,15.1,17.4,7,12,15.2,18.4,5.2,3.8,5,6.2,1.4,3.3,4.3,5.4,1.2,50229,61609,71877,31120,66666,78028,89051,43554,23.7,(X),(X),(X),(X),23.7,(X),(X),(X),(X),(X),21.8
2013,0400000US42,Pennsylvania,4958427,3212046,2411102,1746381,7,4,1.2,13.6,5.5,2.8,1.3,10.8,11.1,7.1,4.4,18.9,10.5,8.8,7,13.9,13.7,13.3,12.1,14.6,18.5,20.2,21.1,14.8,12.5,15.3,17.6,6.5,12.6,16.6,20.3,4.5,4.5,6.1,7.8,1.3,4.2,5.8,7.4,1.2,52548,66646,78817,29507,71088,85586,98874,41982,28.4,(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),26.7
2013,0400000US44,Rhode Island,410058,257079,182135,152979,7.7,4.3,1.2,14.2,5.6,2.7,1.2,10.7,10.1,7.1,4.2,16,9.1,8,5.8,11.2,12.3,11.4,9.5,14.4,17.4,17.8,17.8,16.2,13,15.5,17.7,8,14.4,18.6,23.6,6.2,5.6,7.8,10.3,1.7,4.8,6.6,8.8,1.5,56361,72717,88952,32838,75749,91452,108807,46425,31.5,(X),(X),(X),(X),31.7,(X),(X),(X),(X),(X),29.9
2013,0400000US45,South Carolina,1780251,1198851,849099,581400,9.2,6.2,2,16.7,6.5,3.8,1.8,12.5,12.6,10.1,6.4,18.5,11.7,10.6,8.4,14.1,14.7,14.5,14,14.8,18.1,20,22.3,13.1,11.1,13.7,17.2,5.2,10.3,13.5,17.7,3.4,3.2,4.2,5.6,1,2.6,3.4,4.7,0.8,44779,55058,69006,26415,60601,70910,85106,37233,31.3,(X),(X),(X),(X),31.9,(X),(X),(X),(X),(X),28.8
2013,0400000US46,South Dakota,323136,209387,164037,113749,6.7,3.8,1.4,13.1,5.8,2.6,1.1,12.3,11,7.7,4.9,18.1,11.5,9.1,6.7,16.6,15.4,14.3,13,17.5,19.9,23,25.1,13.1,13.3,17.4,20.6,5,10.6,14.5,17.7,2.7,2.8,3.9,4.8,0.7,2.9,3.9,4.8,0.9,49495,63195,72910,28860,64133,77395,88138,37407,23.3,(X),(X),(X),(X),23.5,(X),(X),(X),(X),(X),21.8
2013,0400000US47,Tennessee,2475195,1654579,1213035,820616,8.8,5.7,2,16.3,6.5,4,2.1,12.3,12.9,10.1,7.1,19.1,12,10.7,9,14.9,14.9,14.9,14.3,14.7,18.1,20.5,22.6,12.5,11,13.6,16.5,5.2,9.6,12.5,15.9,3.4,3.1,4.1,5.4,0.8,2.9,3.9,5.1,0.9,44298,54779,66221,26320,61291,72143,84564,37398,27.7,(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),25.3
2013,0400000US48,Texas,8886471,6206755,4485819,2679716,7.4,5.1,1.9,14.4,5.3,3.7,2.1,9.7,11,9.2,6.4,15.9,10.7,9.9,8,13,13.8,13.3,12.1,15,17.8,18.3,19.2,15.7,11.7,13.3,15.5,7.3,12.6,15.2,19.1,5.7,4.8,6,7.8,1.7,4.7,5.9,7.9,1.7,51900,61066,75302,32354,72474,82269,97042,46631,29,(X),(X),(X),(X),29.9,(X),(X),(X),(X),(X),25.3
2013,0400000US49,Utah,886770,665954,542959,220816,5.1,3.5,1.6,11.7,3.9,2.4,1.4,9.2,9,6.5,4.9,17.3,9.4,8.2,7,13.7,14.3,13.7,12.8,16.2,21.5,22.7,23.4,16.8,14.7,16.8,18.5,7.4,14,16.6,19,4.9,4.4,5.2,6.1,1.6,3.6,4.4,5.2,1.1,58821,66646,73620,33410,73717,82055,89753,44885,25.3,(X),(X),(X),(X),24.5,(X),(X),(X),(X),(X),25.1
2013,0400000US50,Vermont,257004,161275,127061,95729,5.9,3.1,1,11.7,5.6,2.6,1.1,11.3,10.5,6.9,4.5,17.3,10.1,8.2,6.4,13.6,14.2,13.5,12.4,15.5,19.8,21.4,22.3,16.2,13.7,16.8,19.1,7.7,12.5,16.9,20.1,4.3,4.3,5.9,7.2,1.4,3.4,4.8,5.8,0.9,54267,68111,77974,32016,69716,83752,94374,42870,25.1,(X),(X),(X),(X),24.6,(X),(X),(X),(X),(X),24.4
2013,0400000US51,Virginia,3022739,2037361,1538874,985378,5.7,3.5,1.1,11.3,4.1,2.4,1.1,8.3,8.5,6.2,3.8,13.8,8.7,7.4,5.5,11.9,12.4,11.6,9.9,14.4,17.6,17.8,17.6,16.6,12.9,14.3,15.8,9.2,15.4,18.1,21.5,9.1,7.1,8.8,10.9,3,7.6,10,12.6,2.4,63907,76754,91501,39685,87094,100723,116195,55649,26.5,(X),(X),(X),(X),26.6,(X),(X),(X),(X),(X),24.6
2013,0400000US53,Washington,2629126,1697886,1312388,931240,6.2,3.8,1.3,11.9,4.2,2.5,1.3,7.7,9.1,6.5,4.1,14.7,9.3,7.6,5.9,13,13.3,12.1,10.9,15.5,18.7,19.4,19.8,17.1,13.5,15.4,17.3,9.2,15,18.7,22.2,7.1,5.6,7.3,9,2.1,4.9,6.5,8.1,1.7,59478,72168,83726,37326,77827,90849,103269,50635,23.2,(X),(X),(X),(X),23.3,(X),(X),(X),(X),(X),21.2
2013,0400000US54,West Virginia,741390,483367,367914,258023,10.1,6,2.3,19.2,7.3,4.1,2.5,13.7,14.5,10.5,7.9,22.3,11.9,11.1,10.2,13.5,14.8,16,16.2,12.2,17.5,20.7,22.9,10.9,10.7,13.7,16.2,4.3,8.9,12,14.6,2.6,2.4,3.2,3.9,0.7,2,2.7,3.3,0.6,41043,52165,60750,22109,55308,66206,75054,32946,29.3,(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),27
2013,0400000US55,Wisconsin,2288332,1469143,1141322,819189,6,3.6,1.1,11.5,5.3,2.7,1,10.6,11,6.9,4.2,18.9,10.8,8.5,6.8,15,14.6,13.6,12.4,16.4,19.8,21.6,22.8,15.8,13.4,17,19.8,6.2,12.5,17,20.6,3.7,3.6,5,6.2,0.9,2.9,4.1,5.1,0.8,52413,66534,76824,30738,67448,81039,92185,40660,24.9,(X),(X),(X),(X),24.5,(X),(X),(X),(X),(X),24.1
2013,0400000US56,Wyoming,222846,147018,118096,75828,5,3.3,1.2,10,4.8,2.2,1,10.3,9.7,6,4.3,17.7,10.2,8,6,15,13.9,12.4,11.2,16.1,19.6,21.5,22.2,15.6,14.4,17.5,19.6,7.7,15.2,19.4,23,5.5,4.3,5.8,6.9,1.1,2.9,3.9,4.5,1,57406,70868,80260,32597,71081,83142,92376,44442,24.1,(X),(X),(X),(X),24.5,(X),(X),(X),(X),(X),21.7
2013,0400000US72,Puerto Rico,1230868,890064,513237,340804,28.4,23.4,12.8,44.9,11.8,10.5,9.5,15.8,18.5,19.4,19.5,16.5,12.3,13.5,14.5,8.3,11.8,13.4,15.9,6.7,9.6,11,14.8,4.5,3.7,4.2,5.9,1.7,2.5,2.9,4.4,1.1,0.7,0.9,1.3,0.3,0.7,0.8,1.3,0.3,19624,23018,30516,11461,30510,33761,42748,19385,24.4,(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),18.3
2014,GEO_ID,NAME,S1901_C01_001E,S1901_C02_001E,S1901_C03_001E,S1901_C04_001E,S1901_C01_002E,S1901_C02_002E,S1901_C03_002E,S1901_C04_002E,S1901_C01_003E,S1901_C02_003E,S1901_C03_003E,S1901_C04_003E,S1901_C01_004E,S1901_C02_004E,S1901_C03_004E,S1901_C04_004E,S1901_C01_005E,S1901_C02_005E,S1901_C03_005E,S1901_C04_005E,S1901_C01_006E,S1901_C02_006E,S1901_C03_006E,S1901_C04_006E,S1901_C01_007E,S1901_C02_007E,S1901_C03_007E,S1901_C04_007E,S1901_C01_008E,S1901_C02_008E,S1901_C03_008E,S1901_C04_008E,S1901_C01_009E,S1901_C02_009E,S1901_C03_009E,S1901_C04_009E,S1901_C01_010E,S1901_C02_010E,S1901_C03_010E,S1901_C04_010E,S1901_C01_011E,S1901_C02_011E,S1901_C03_011E,S1901_C04_011E,S1901_C01_012E,S1901_C02_012E,S1901_C03_012E,S1901_C04_012E,S1901_C01_013E,S1901_C02_013E,S1901_C03_013E,S1901_C04_013E,S1901_C01_014E,S1901_C02_014E,S1901_C03_014E,S1901_C04_014E,S1901_C01_015E,S1901_C02_015E,S1901_C03_015E,S1901_C04_015E,S1901_C01_016E,S1901_C02_016E,S1901_C03_016E,S1901_C04_016E
2014,Geography,Geographic Area Name,Households!!Estimate!!Total,Families!!Estimate!!Total,Married-couple families!!Estimate!!Total,Nonfamily households!!Estimate!!Total,"Households!!Estimate!!Less than $10,000","Families!!Estimate!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Families!!Estimate!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more",Households!!Estimate!!Median income (dollars),Families!!Estimate!!Median income (dollars),Married-couple families!!Estimate!!Median income (dollars),Nonfamily households!!Estimate!!Median income (dollars),Households!!Estimate!!Mean income (dollars),Families!!Estimate!!Mean income (dollars),Married-couple families!!Estimate!!Mean income (dollars),Nonfamily households!!Estimate!!Mean income (dollars),Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months
2014,0400000US01,Alabama,1842174,1240382,880407,601792,9.9,6.5,2,18.2,7,4.1,1.9,13.2,12.9,10.2,6.6,19.1,11.4,10.4,8.7,13.7,14.4,14.5,14.1,14,17.2,19.2,21.5,12.4,10.8,13.5,16.7,4.8,10.3,13.5,17.6,3.2,3.3,4.5,6,0.7,2.6,3.6,4.8,0.7,43511,54724,68721,24650,60205,71423,85513,35361,31.2,(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),28.6
2014,0400000US02,Alaska,251678,168552,125898,83126,3.7,2.8,0.8,7.2,3.5,1.8,0.7,7.6,7.6,5.1,2.5,13.5,7.4,6.2,4.3,10.4,11.7,9.9,8.1,15.6,18.3,18,17.2,18.9,14.7,16.3,18.1,11.1,18.8,22.1,26,10.3,8.3,10.4,12.8,3.2,5.9,7.5,9.4,2.2,71829,83714,97380,44885,88583,100099,114334,59869,26.2,(X),(X),(X),(X),26.7,(X),(X),(X),(X),(X),22.5
2014,0400000US04,Arizona,2387246,1569399,1137141,817847,7.7,5.6,2.4,13.4,5.2,3.4,1.9,9.1,11.2,8.6,6.2,16.8,11.2,10.1,8.5,13.7,14.8,14.2,13.2,15.9,18.5,19.8,20.8,15,11.8,13.6,15.9,7.5,11.9,14.7,18.3,5.7,4,5.2,6.6,1.5,3.6,4.7,6.2,1.3,49928,59088,70933,32459,67557,77415,90011,45348,30.9,(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),28.4
2014,0400000US05,Arkansas,1132488,761579,558023,370909,9.1,5.8,2,17.5,7.5,4.1,2.1,15.1,13.8,11.1,7.7,19.8,12.6,11.8,10.4,14.5,15.3,15.8,15.8,13.7,17.5,20.1,22.7,11.2,10.1,12.6,15.3,4.2,9.1,12,15.2,2.6,2.8,3.7,4.8,0.8,2.2,2.9,3.9,0.7,41264,51464,61974,23520,56824,66972,78339,34066,28.4,(X),(X),(X),(X),29,(X),(X),(X),(X),(X),25.8
2014,0400000US06,California,12617280,8666286,6195938,3950994,5.8,4.5,1.9,10.7,5.1,3.2,1.7,10.1,9.5,8.2,5.9,13.3,9,8.4,6.8,10.8,12.1,11.9,10.5,12.7,16.7,16.8,16.6,15.9,12.2,12.9,14.1,9.8,14.9,16.8,20.1,9.5,6.9,8.1,10.3,3.5,7.6,9.2,12.1,3.6,61489,70187,85968,40639,86704,96357,113060,60326,30.8,(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),26.8
2014,0400000US08,Colorado,1998314,1282425,985617,715889,6.1,3.7,1.4,11.5,4.2,2.2,1.1,8.1,9.2,6.5,4.3,14.8,9.5,7.7,6.1,13.1,13.3,12,10.5,15.8,18.3,18.6,18.7,17,13.2,15.3,16.9,8.8,14.7,18.5,22,7,6,7.9,9.6,2.1,5.5,7.5,9.3,1.8,59448,73817,85888,37046,79990,94432,107394,51166,26,(X),(X),(X),(X),26.2,(X),(X),(X),(X),(X),24.1
2014,0400000US09,Connecticut,1356206,899557,664328,456649,5.7,3.4,1,11.2,3.9,2.1,0.8,7.9,8.4,5.2,2.6,15.3,7.8,6.3,4.3,11.2,10.9,9.5,7.7,14.2,16.3,15.6,14.6,17.3,13,14.4,15.4,9.7,16.6,20.5,24.3,8,8,10.3,12.9,2.7,9.4,12.7,16.4,2.6,69899,88217,105904,39584,99110,119176,140350,56295,30,(X),(X),(X),(X),30.7,(X),(X),(X),(X),(X),26.9
2014,0400000US10,Delaware,339046,227841,164228,111205,5.8,3.6,1.1,11.1,4,2.1,0.7,8.3,8.9,6.1,3.9,15.5,9.6,8.3,5.8,13,13.2,12.1,10.3,16.2,18.9,19.4,19.3,17.4,13.6,15.8,17.8,8.4,15.2,18.8,23.1,6.4,5.9,7.3,9.6,2.2,4.9,6.5,8.5,1.6,60231,72683,87011,36747,78589,90884,106025,49685,32.6,(X),(X),(X),(X),32.8,(X),(X),(X),(X),(X),30
2014,0400000US11,District of Columbia,267415,113596,62123,153819,10.3,7.7,1.4,12.7,4.3,3.4,1.2,5.1,7.6,7.8,3.4,7.9,6.7,6.7,3.4,6.9,9.8,8.6,5.1,10.7,14.3,12.9,10.2,15.3,11,9.2,9.2,12,15.1,14.3,17.9,15.4,8.1,9.8,14.9,6.7,12.8,19.7,33.3,7.3,69235,82791,144086,60243,104615,130984,189763,82947,31.5,(X),(X),(X),(X),35.3,(X),(X),(X),(X),(X),27.6
