Acsst5Y2010.S0101-Data.1.2,Geography,Geographic Area Name,Total  Estimate  Total Population,Male  Estimate  Total Population,Female  Estimate  Total Population,Total  Estimate  Age Under 5 Years,Male  Estimate  Age Under 5 Years,Female  Estimate  Age Under 5 Years,Total  Estimate  Age 5 To 9 Years,Male  Estimate  Age 5 To 9 Years,Female  Estimate  Age 5 To 9 Years,Total  Estimate  Age 10 To 14 Years,Male  Estimate  Age 10 To 14 Years,Female  Estimate  Age 10 To 14 Years,Total  Estimate  Age 15 To 19 Years,Male  Estimate  Age 15 To 19 Years,Female  Estimate  Age 15 To 19 Years,Total  Estimate  Age 20 To 24 Years,Male  Estimate  Age 20 To 24 Years,Female  Estimate  Age 20 To 24 Years,Total  Estimate  Age 25 To 29 Years,Male  Estimate  Age 25 To 29 Years,Female  Estimate  Age 25 To 29 Years,Total  Estimate  Age 30 To 34 Years,Male  Estimate  Age 30 To 34 Years,Female  Estimate  Age 30 To 34 Years,Total  Estimate  Age 35 To 39 Years,Male  Estimate  Age 35 To 39 Years,Female  Estimate  Age 35 To 39 Years,Total  Estimate  Age 40 To 44 Years,Male  Estimate  Age 40 To 44 Years,Female  Estimate  Age 40 To 44 Years,Total  Estimate  Age 45 To 49 Years,Male  Estimate  Age 45 To 49 Years,Female  Estimate  Age 45 To 49 Years,Total  Estimate  Age 50 To 54 Years,Male  Estimate  Age 50 To 54 Years,Female  Estimate  Age 50 To 54 Years,Total  Estimate  Age 55 To 59 Years,Male  Estimate  Age 55 To 59 Years,Female  Estimate  Age 55 To 59 Years,Total  Estimate  Age 60 To 64 Years,Male  Estimate  Age 60 To 64 Years,Female  Estimate  Age 60 To 64 Years,Total  Estimate  Age 65 To 69 Years,Male  Estimate  Age 65 To 69 Years,Female  Estimate  Age 65 To 69 Years,Total  Estimate  Age 70 To 74 Years,Male  Estimate  Age 70 To 74 Years,Female  Estimate  Age 70 To 74 Years,Total  Estimate  Age 75 To 79 Years,Male  Estimate  Age 75 To 79 Years,Female  Estimate  Age 75 To 79 Years,Total  Estimate  Age 80 To 84 Years,Male  Estimate  Age 80 To 84 Years,Female  Estimate  Age 80 To 84 Years,Total  Estimate  Age 85 Years And Over,Male  Estimate  Age 85 Years And Over,Female  Estimate  Age 85 Years And Over,Total  Estimate  Selected Age Categories 5 To 14 Years,Male  Estimate  Selected Age Categories 5 To 14 Years,Female  Estimate  Selected Age Categories 5 To 14 Years,Total  Estimate  Selected Age Categories 15 To 17 Years,Male  Estimate  Selected Age Categories 15 To 17 Years,Female  Estimate  Selected Age Categories 15 To 17 Years,Total  Estimate  Selected Age Categories 18 To 24 Years,Male  Estimate  Selected Age Categories 18 To 24 Years,Female  Estimate  Selected Age Categories 18 To 24 Years,Total  Estimate  Selected Age Categories 15 To 44 Years,Male  Estimate  Selected Age Categories 15 To 44 Years,Female  Estimate  Selected Age Categories 15 To 44 Years,Total  Estimate  Selected Age Categories 16 Years And Over,Male  Estimate  Selected Age Categories 16 Years And Over,Female  Estimate  Selected Age Categories 16 Years And Over,Total  Estimate  Selected Age Categories 18 Years And Over,Male  Estimate  Selected Age Categories 18 Years And Over,Female  Estimate  Selected Age Categories 18 Years And Over,Total  Estimate  Selected Age Categories 60 Years And Over,Male  Estimate  Selected Age Categories 60 Years And Over,Female  Estimate  Selected Age Categories 60 Years And Over,Total  Estimate  Selected Age Categories 62 Years And Over,Male  Estimate  Selected Age Categories 62 Years And Over,Female  Estimate  Selected Age Categories 62 Years And Over,Total  Estimate  Selected Age Categories 65 Years And Over,Male  Estimate  Selected Age Categories 65 Years And Over,Female  Estimate  Selected Age Categories 65 Years And Over,Total  Estimate  Selected Age Categories 75 Years And Over,Male  Estimate  Selected Age Categories 75 Years And Over,Female  Estimate  Selected Age Categories 75 Years And Over,Total  Estimate  Summary Indicators Median Age (Years),Male  Estimate  Summary Indicators Median Age (Years),Female  Estimate  Summary Indicators Median Age (Years),Total  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Male  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Female  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Total  Estimate  Summary Indicators Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Total  Estimate  Percent Imputed Sex,Male  Estimate  Percent Imputed Sex,Female  Estimate  Percent Imputed Sex,Total  Estimate  Percent Imputed Age,Male  Estimate  Percent Imputed Age,Female  Estimate  Percent Imputed Age
2012,0400000US21,Kentucky,4340167,2134355,2205812,6.5,6.7,6.2,6.5,6.7,6.3,6.6,7,6.3,6.8,7.1,6.5,6.8,7,6.6,6.5,6.6,6.4,6.5,6.6,6.3,6.5,6.6,6.4,6.8,7,6.7,7.3,7.4,7.3,7.3,7.3,7.4,6.7,6.6,6.8,5.8,5.7,5.9,4.3,4.1,4.5,3.3,3.1,3.5,2.5,2.2,2.7,1.8,1.4,2.1,1.6,1,2.3,13.1,13.6,12.5,4,4.2,3.8,9.6,10,9.3,39.9,41,38.8,79.1,78.2,80,76.5,75.4,77.5,19.2,17.4,21,16.7,14.9,18.5,13.4,11.7,15.1,5.8,4.5,7.1,38,36.7,39.3,96.8,(X),(X),58.6,(X),(X),21.3,(X),(X),37.3,(X),(X),0.1,(X),(X),0.7,(X),(X)
2012,0400000US22,Louisiana,4529605,2215673,2313932,6.9,7.2,6.6,6.8,7,6.5,6.8,7.1,6.4,7.1,7.4,6.8,7.5,7.7,7.4,7.3,7.4,7.2,6.5,6.6,6.3,6.1,6.3,6,6.4,6.4,6.4,7.1,7.1,7.1,7.2,7.2,7.2,6.4,6.3,6.5,5.4,5.4,5.5,4,3.8,4.1,3,2.7,3.3,2.3,2,2.5,1.7,1.3,2.1,1.5,1,2,13.5,14.2,13,4.2,4.3,4,10.5,10.7,10.2,41,41.8,40.1,78.2,77.2,79.1,75.4,74.3,76.4,17.9,16.2,19.5,15.5,13.9,17.1,12.4,10.8,14,5.5,4.3,6.6,35.9,34.6,37.3,95.8,(X),(X),58.8,(X),(X),19.7,(X),(X),39.1,(X),(X),0.2,(X),(X),1.2,(X),(X)
2012,0400000US23,Maine,1329084,650219,678865,5.2,5.4,4.9,5.6,5.9,5.3,5.9,6.2,5.7,6.7,7,6.3,6,6.2,5.8,5.5,5.6,5.4,5.4,5.5,5.4,6,6,6,6.9,7,6.8,8,8,8,8.3,8.3,8.3,7.6,7.6,7.6,6.8,6.8,6.8,4.9,4.8,5,3.7,3.6,3.8,3,2.6,3.3,2.3,1.9,2.7,2.2,1.5,2.8,11.5,12.1,11,3.9,4.1,3.7,8.8,9.2,8.4,36.5,37.3,35.7,82,81.1,82.8,79.4,78.4,80.4,22.9,21.3,24.4,20,18.4,21.5,16,14.4,17.6,7.4,6,8.8,42.8,41.6,43.8,95.8,(X),(X),57.8,(X),(X),25.3,(X),(X),32.5,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US24,Maryland,5785496,2798875,2986621,6.3,6.7,6,6.3,6.6,6,6.6,6.9,6.2,7,7.4,6.6,6.8,7.2,6.5,6.8,7,6.7,6.4,6.5,6.4,6.5,6.5,6.6,7.3,7.3,7.3,7.9,7.8,7.9,7.6,7.5,7.7,6.5,6.4,6.6,5.5,5.4,5.7,4,3.8,4.1,2.8,2.6,3,2.2,1.9,2.5,1.7,1.4,2,1.7,1.1,2.2,12.9,13.5,12.2,4.2,4.4,3.9,9.7,10.2,9.2,40.9,41.8,40.1,79.5,78.4,80.5,76.7,75.4,77.8,17.9,16.2,19.5,15.5,13.9,16.9,12.4,10.8,13.8,5.6,4.4,6.7,37.9,36.3,39.3,93.7,(X),(X),55.6,(X),(X),19.2,(X),(X),36.3,(X),(X),0.2,(X),(X),1.2,(X),(X)
2012,0400000US25,Massachusetts,6560595,3174988,3385607,5.6,5.9,5.3,5.9,6.2,5.6,6.1,6.5,5.8,7.1,7.4,6.8,7.2,7.4,7,6.8,6.9,6.6,6.2,6.3,6.1,6.3,6.3,6.2,7.3,7.4,7.2,7.8,7.8,7.7,7.6,7.6,7.5,6.6,6.6,6.6,5.7,5.6,5.8,4.1,3.9,4.2,3,2.8,3.2,2.5,2.2,2.8,2.1,1.7,2.5,2.2,1.4,3,12,12.7,11.4,4,4.2,3.7,10.3,10.6,10,40.9,41.8,40,81.1,80,82.1,78.4,77.2,79.6,19.6,17.6,21.5,17.1,15.2,18.9,13.9,12,15.7,6.8,5.3,8.3,39.1,37.7,40.3,93.8,(X),(X),55,(X),(X),21.5,(X),(X),33.5,(X),(X),0.1,(X),(X),1.2,(X),(X)
2012,0400000US26,Michigan,9897264,4855361,5041903,6,6.3,5.8,6.4,6.7,6.1,6.8,7.1,6.6,7.4,7.8,7.1,6.9,7.1,6.6,6,6.1,5.9,5.9,5.9,5.8,6.2,6.2,6.1,6.8,6.8,6.7,7.4,7.5,7.4,7.7,7.7,7.7,6.9,6.9,7,5.8,5.7,5.8,4.2,4.1,4.4,3.2,3,3.4,2.5,2.2,2.8,2,1.6,2.4,1.9,1.3,2.6,13.3,13.8,12.7,4.4,4.6,4.2,9.9,10.3,9.6,39.1,40,38.2,79.3,78.4,80.2,76.4,75.3,77.4,19.6,17.9,21.3,17.1,15.4,18.8,13.9,12.2,15.5,6.5,5.1,7.7,38.8,37.5,40,96.3,(X),(X),60,(X),(X),22.2,(X),(X),37.8,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US27,Minnesota,5313081,2638499,2674582,6.6,6.8,6.4,6.7,6.9,6.5,6.7,6.9,6.4,7,7.2,6.7,6.7,6.9,6.5,7,7.1,6.8,6.5,6.7,6.4,6.1,6.3,6,6.7,6.8,6.7,7.5,7.6,7.5,7.5,7.6,7.5,6.6,6.6,6.6,5.3,5.3,5.4,3.9,3.7,4,2.9,2.7,3.1,2.4,2.1,2.6,1.9,1.6,2.2,2,1.3,2.6,13.3,13.7,12.9,4.1,4.3,4,9.5,9.8,9.3,40.1,40.9,39.2,78.7,78,79.3,75.9,75.1,76.6,18.3,16.7,19.9,16,14.4,17.5,13,11.4,14.5,6.2,4.9,7.5,37.4,36.2,38.5,98.7,(X),(X),58.9,(X),(X),20.6,(X),(X),38.3,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US28,Mississippi,2967620,1439787,1527833,7,7.4,6.7,7,7.4,6.6,7,7.4,6.7,7.5,7.8,7.2,7.3,7.5,7,6.6,6.7,6.5,6.3,6.4,6.2,6.2,6.2,6.2,6.5,6.5,6.5,6.9,6.9,6.9,7,6.9,7,6.3,6.3,6.4,5.5,5.4,5.5,4.1,4,4.3,3.2,3,3.4,2.3,2.1,2.6,1.8,1.3,2.2,1.5,0.9,2.1,14,14.8,13.3,4.4,4.5,4.2,10.4,10.8,10,40.4,41.2,39.7,77.5,76.4,78.6,74.6,73.3,75.8,18.4,16.5,20.1,16,14.2,17.7,12.9,11.2,14.6,5.6,4.3,6.9,36,34.5,37.4,94.2,(X),(X),62.1,(X),(X),21,(X),(X),41.2,(X),(X),0.1,(X),(X),1,(X),(X)
2012,0400000US29,Missouri,5982413,2929988,3052425,6.4,6.7,6.2,6.5,6.8,6.2,6.6,6.9,6.3,7,7.4,6.7,7,7.2,6.8,6.7,6.8,6.6,6.3,6.4,6.1,6.1,6.2,6,6.4,6.5,6.4,7.3,7.4,7.2,7.4,7.4,7.4,6.5,6.4,6.6,5.6,5.5,5.7,4.3,4.1,4.5,3.3,3.1,3.5,2.6,2.3,2.8,2,1.6,2.4,1.9,1.3,2.6,13.1,13.7,12.6,4.1,4.3,3.9,9.9,10.2,9.6,39.5,40.5,38.6,79.1,78.1,80,76.3,75.2,77.3,19.7,17.9,21.5,17.3,15.5,19,14.1,12.4,15.7,6.5,5.2,7.8,37.9,36.5,39.2,96,(X),(X),60.8,(X),(X),22.7,(X),(X),38.1,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US30,Montana,990785,497141,493644,6.1,6.3,6,6.3,6.4,6.2,6.1,6.3,6,6.8,7,6.5,6.9,7.2,6.7,6.3,6.5,6.2,5.9,6.1,5.8,5.6,5.7,5.5,5.9,5.9,5.9,7,6.9,7.2,7.9,7.8,8,7.7,7.6,7.7,6.4,6.5,6.4,4.8,4.8,4.7,3.5,3.4,3.6,2.7,2.5,2.8,2.1,1.8,2.3,2,1.3,2.6,12.4,12.7,12.1,3.9,4,3.9,9.7,10.1,9.3,37.5,38.4,36.6,80.2,79.7,80.6,77.5,77,78,21.4,20.3,22.5,18.5,17.4,19.6,14.9,13.8,16.1,6.7,5.7,7.8,39.9,38.8,41,100.7,(X),(X),59.9,(X),(X),23.9,(X),(X),36,(X),(X),0.1,(X),(X),1.4,(X),(X)
2012,0400000US31,Nebraska,1827306,906143,921163,7.2,7.4,6.9,7,7.2,6.8,6.8,7,6.6,7.1,7.3,6.9,7.1,7.4,6.9,6.9,7.1,6.7,6.4,6.6,6.3,6,6.1,5.9,6.2,6.3,6.1,6.9,7,6.9,7.1,7.2,7.1,6.4,6.3,6.4,5.3,5.4,5.3,3.8,3.7,3.9,3,2.8,3.3,2.6,2.2,2.9,2.1,1.7,2.5,2.1,1.4,2.8,13.8,14.2,13.4,4.1,4.3,4,10.1,10.5,9.8,39.8,40.9,38.7,77.7,77,78.4,74.9,74.2,75.7,18.9,17.2,20.6,16.5,14.7,18.2,13.5,11.8,15.3,6.8,5.3,8.2,36.3,35,37.5,98.4,(X),(X),62.9,(X),(X),22.1,(X),(X),40.8,(X),(X),0.1,(X),(X),0.8,(X),(X)
2012,0400000US32,Nevada,2704204,1365496,1338708,6.9,7,6.8,6.9,7,6.8,6.6,6.7,6.5,6.6,6.8,6.5,6.7,6.8,6.6,7.3,7.4,7.2,7.1,7.2,6.9,7.1,7.2,6.9,7.1,7.2,7,7.1,7.2,6.9,6.8,6.8,6.8,6.1,5.9,6.3,5.6,5.5,5.8,4.3,4.1,4.5,3.1,3.1,3.1,2.1,2,2.2,1.5,1.3,1.7,1.2,0.9,1.5,13.5,13.7,13.3,4.1,4.2,4,9.2,9.4,9,41.9,42.5,41.2,78.2,77.9,78.6,75.5,75.1,75.8,17.8,16.9,18.7,15.4,14.6,16.3,12.2,11.4,13,4.8,4.2,5.3,36.3,35.8,37,102,(X),(X),58,(X),(X),19.2,(X),(X),38.8,(X),(X),0.1,(X),(X),1.5,(X),(X)
2012,0400000US33,New Hampshire,1317474,650048,667426,5.3,5.5,5.1,5.8,5.9,5.8,6.4,6.9,6,7.2,7.3,7,6.4,6.6,6.2,5.6,5.7,5.4,5.5,5.5,5.4,6.2,6,6.3,7.4,7.6,7.3,8.5,8.5,8.4,8.5,8.5,8.4,7.3,7.4,7.3,6.2,6.2,6.3,4.4,4.3,4.5,3.1,3,3.2,2.4,2.2,2.6,2,1.6,2.3,1.8,1.2,2.4,12.3,12.8,11.8,4.1,4.3,4,9.4,9.7,9.2,38.2,38.8,37.6,81.1,80.5,81.8,78.3,77.5,79.1,19.9,18.5,21.3,17.2,15.8,18.6,13.7,12.3,15.1,6.2,5,7.4,41.1,40.3,42,97.4,(X),(X),54.8,(X),(X),21.2,(X),(X),33.6,(X),(X),0.1,(X),(X),1,(X),(X)
2012,0400000US34,New Jersey,8793888,4283189,4510699,6.1,6.4,5.8,6.4,6.7,6.2,6.7,7,6.3,6.8,7.2,6.4,6.1,6.5,5.8,6.3,6.5,6.1,6.4,6.5,6.2,6.7,6.8,6.7,7.4,7.4,7.3,7.9,8,7.9,7.6,7.6,7.6,6.4,6.4,6.5,5.5,5.3,5.7,4.1,3.8,4.3,3,2.7,3.3,2.5,2.1,2.8,2,1.6,2.4,2,1.3,2.7,13.1,13.7,12.4,4.2,4.4,4,8.7,9.3,8.2,39.7,41,38.6,79.4,78.4,80.4,76.6,75.5,77.7,19.1,16.9,21.2,16.7,14.6,18.7,13.6,11.6,15.5,6.5,5.1,7.9,38.9,37.4,40.3,95,(X),(X),58.7,(X),(X),21.6,(X),(X),37.1,(X),(X),0.2,(X),(X),1.4,(X),(X)
2012,0400000US35,New Mexico,2055287,1015710,1039577,7,7.3,6.7,6.9,7.1,6.7,6.9,7,6.7,7.2,7.5,7,7,7.4,6.7,6.8,7.1,6.6,6.2,6.4,6,6.1,6.1,6,6,6,6,6.8,6.8,6.9,7.1,7,7.2,6.6,6.3,6.8,5.9,5.8,6,4.3,4.1,4.5,3.3,3.1,3.4,2.5,2.3,2.7,1.7,1.5,2,1.6,1.1,2,13.8,14.2,13.5,4.3,4.4,4.1,10,10.4,9.6,39.4,40.4,38.4,77.7,77,78.4,74.9,74.1,75.7,19.3,18,20.5,16.7,15.5,17.9,13.4,12.2,14.5,5.8,4.9,6.6,36.6,35.2,38,97.7,(X),(X),62.5,(X),(X),21.8,(X),(X),40.8,(X),(X),0.1,(X),(X),2,(X),(X)
2012,0400000US36,New York,19398125,9391875,10006250,6,6.3,5.7,6,6.3,5.7,6.2,6.6,5.9,7,7.4,6.6,7.3,7.6,7,7.1,7.3,7,6.6,6.7,6.5,6.5,6.6,6.4,7,7.1,7,7.5,7.5,7.4,7.3,7.3,7.3,6.4,6.3,6.5,5.5,5.3,5.7,4,3.8,4.3,3.1,2.8,3.3,2.5,2.1,2.8,2,1.6,2.4,2,1.3,2.7,12.2,12.9,11.6,4.1,4.3,3.8,10.2,10.7,9.7,41.5,42.7,40.5,80.5,79.4,81.5,77.7,76.5,78.9,19.1,17,21.1,16.7,14.7,18.7,13.6,11.7,15.4,6.5,5.1,7.9,38,36.3,39.4,93.9,(X),(X),55.9,(X),(X),21.2,(X),(X),34.7,(X),(X),0.2,(X),(X),1.7,(X),(X)
2012,0400000US37,North Carolina,9544249,4649769,4894480,6.6,6.9,6.3,6.6,7,6.3,6.7,7,6.4,6.9,7.3,6.5,7,7.3,6.7,6.5,6.6,6.4,6.5,6.6,6.5,6.8,6.9,6.8,7.1,7.2,7,7.2,7.3,7.2,7,6.9,7,6.3,6.2,6.5,5.6,5.5,5.8,4.3,4.1,4.4,3.2,2.9,3.4,2.4,2.1,2.7,1.7,1.4,2.1,1.5,0.9,2.1,13.3,13.9,12.7,4,4.2,3.8,9.9,10.4,9.4,40.9,41.9,39.9,78.8,77.8,79.8,76.2,75,77.3,18.7,16.9,20.5,16.3,14.6,18,13.1,11.4,14.7,5.7,4.4,6.9,37.4,36,38.7,95,(X),(X),58.5,(X),(X),20.7,(X),(X),37.8,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US38,North Dakota,676253,342030,334223,6.5,6.6,6.4,6.1,6.2,6.1,5.8,5.9,5.7,7.1,7.4,6.8,9,9.5,8.5,7.2,7.6,6.8,6.2,6.5,6,5.3,5.5,5.2,5.9,6,5.8,6.8,6.7,6.8,7.4,7.4,7.4,6.6,6.8,6.5,5.5,5.5,5.5,3.8,3.7,3.9,3.2,2.9,3.4,2.6,2.2,3,2.4,2,2.8,2.4,1.6,3.3,11.9,12.1,11.8,3.8,3.9,3.6,12.3,12.9,11.7,40.8,42.5,39,80.3,80.1,80.5,77.8,77.4,78.1,20,18,22,17.5,15.5,19.6,14.5,12.5,16.5,7.5,5.8,9.1,36.9,35.3,38.6,102.3,(X),(X),58,(X),(X),22.9,(X),(X),35.1,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US39,Ohio,11533561,5630373,5903188,6.2,6.5,5.9,6.5,6.8,6.2,6.7,7,6.4,7.1,7.4,6.8,6.6,6.9,6.4,6.3,6.4,6.2,6,6.2,5.9,6.2,6.2,6.1,6.7,6.8,6.6,7.3,7.4,7.3,7.6,7.7,7.6,6.8,6.8,6.8,5.8,5.7,5.9,4.2,4,4.4,3.3,3,3.5,2.6,2.3,2.9,2.1,1.7,2.5,2,1.3,2.7,13.2,13.8,12.6,4.2,4.4,4,9.5,9.9,9.2,38.9,39.9,37.9,79.2,78.3,80.2,76.4,75.3,77.5,20,18,21.9,17.4,15.5,19.3,14.2,12.3,16,6.7,5.3,8.1,38.8,37.4,40.1,95.4,(X),(X),60.6,(X),(X),22.8,(X),(X),37.9,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US40,Oklahoma,3749005,1855637,1893368,7,7.2,6.8,6.9,7.2,6.6,6.8,7,6.5,7,7.3,6.7,7.3,7.6,7,7,7.2,6.8,6.4,6.6,6.2,6.3,6.3,6.2,6.1,6.2,6,6.8,6.9,6.8,7,7,7,6.3,6.2,6.5,5.4,5.3,5.6,4.2,4,4.5,3.3,3.1,3.5,2.5,2.2,2.8,1.9,1.5,2.2,1.7,1.1,2.2,13.7,14.2,13.2,4.1,4.2,3.9,10.2,10.6,9.8,40.1,41.3,39,78,77.3,78.7,75.3,74.4,76.1,19,17.3,20.7,16.7,15,18.4,13.6,12,15.2,6,4.9,7.2,36.3,34.9,37.7,98,(X),(X),62.1,(X),(X),22,(X),(X),40.1,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US41,Oregon,3836628,1899186,1937442,6.1,6.3,5.9,6.2,6.5,6,6.3,6.5,6.1,6.6,6.8,6.3,6.7,6.9,6.5,6.9,7,6.7,6.8,7,6.6,6.5,6.6,6.4,6.6,6.8,6.4,6.8,6.8,6.8,7.2,7.1,7.3,7.1,6.9,7.2,6.2,6.1,6.3,4.5,4.4,4.6,3.2,3,3.4,2.4,2.2,2.6,2,1.6,2.3,2,1.4,2.6,12.5,12.9,12.1,3.9,4,3.7,9.4,9.7,9.1,40,41.1,39,80.1,79.4,80.8,77.5,76.7,78.2,20.3,18.8,21.7,17.6,16.2,19,14.1,12.7,15.4,6.4,5.3,7.5,38.4,37.3,39.5,98,(X),(X),57.8,(X),(X),22.2,(X),(X),35.5,(X),(X),0.1,(X),(X),1.2,(X),(X)
2012,0400000US42,Pennsylvania,12699589,6190405,6509184,5.7,6,5.4,6,6.2,5.7,6.2,6.5,5.9,7.1,7.5,6.8,6.8,7.1,6.6,6.2,6.4,6,5.8,5.9,5.6,6,6.1,5.9,6.7,6.8,6.6,7.4,7.5,7.4,7.7,7.8,7.6,6.9,6.9,6.9,5.9,5.8,5.9,4.4,4.3,4.6,3.4,3.1,3.6,2.9,2.5,3.2,2.4,1.9,2.9,2.4,1.6,3.2,12.1,12.7,11.6,4,4.3,3.8,9.9,10.3,9.5,38.7,39.9,37.5,80.8,79.9,81.7,78.1,77,79.1,21.4,19.2,23.5,18.9,16.7,21,15.5,13.4,17.6,7.7,6,9.4,40.1,38.6,41.5,95.1,(X),(X),59.9,(X),(X),24.8,(X),(X),35,(X),(X),0.1,(X),(X),1,(X),(X)
2012,0400000US44,Rhode Island,1052471,508521,543950,5.4,5.7,5.1,5.7,6.1,5.3,6.2,6.5,5.9,7.6,7.8,7.3,7.8,8.1,7.5,6.3,6.6,6,5.9,6,5.8,6.1,6.2,6,6.9,7,6.9,7.6,7.6,7.6,7.7,7.6,7.7,6.8,6.8,6.8,5.6,5.5,5.7,4.1,4,4.1,3.1,2.8,3.4,2.6,2.2,2.9,2.3,1.9,2.7,2.5,1.5,3.5,11.8,12.6,11.2,4,4.2,3.8,11.4,11.8,11,40.6,41.7,39.5,81.5,80.3,82.6,78.8,77.5,80,20.2,18,22.2,17.7,15.5,19.8,14.6,12.4,16.6,7.4,5.6,9.1,39.4,37.6,40.9,93.5,(X),(X),55.6,(X),(X),22.6,(X),(X),33,(X),(X),0.1,(X),(X),1.4,(X),(X)
2012,0400000US45,South Carolina,4630351,2251898,2378453,6.5,6.8,6.2,6.4,6.7,6.1,6.4,6.7,6.2,7,7.4,6.7,7.2,7.6,6.9,6.6,6.7,6.4,6.2,6.3,6.1,6.4,6.5,6.2,6.7,6.7,6.6,7.1,7,7.1,7,7,7.1,6.6,6.4,6.8,6,5.9,6.2,4.7,4.5,4.9,3.4,3.2,3.6,2.5,2.2,2.8,1.7,1.4,2.1,1.5,0.9,2,12.8,13.4,12.3,4,4.2,3.8,10.3,10.8,9.8,40.1,41.2,39,79.4,78.4,80.3,76.7,75.6,77.8,19.9,18.2,21.4,17.3,15.7,18.8,13.8,12.3,15.3,5.7,4.5,6.8,37.9,36.3,39.3,94.7,(X),(X),59,(X),(X),22,(X),(X),37,(X),(X),0.2,(X),(X),1.2,(X),(X)
2012,0400000US46,South Dakota,815871,409334,406537,7.1,7.3,6.9,6.7,6.8,6.6,6.7,7,6.5,7.2,7.3,7.1,7.1,7.4,6.8,6.8,7,6.5,6.1,6.2,5.9,5.6,5.8,5.4,5.9,6,5.9,6.9,7,6.9,7.3,7.3,7.3,6.7,6.7,6.7,5.4,5.5,5.4,3.9,3.9,4,3.2,2.9,3.4,2.6,2.3,3,2.3,1.9,2.7,2.4,1.6,3.1,13.4,13.8,13,4.2,4.3,4.1,10.1,10.4,9.7,38.7,39.7,37.6,78,77.3,78.8,75.2,74.5,76,19.8,18.1,21.6,17.5,15.7,19.3,14.4,12.6,16.2,7.3,5.8,8.8,37.1,35.7,38.5,100.7,(X),(X),64.3,(X),(X),23.7,(X),(X),40.7,(X),(X),0.1,(X),(X),0.8,(X),(X)
2012,0400000US47,Tennessee,6353226,3097568,3255658,6.4,6.7,6.1,6.5,6.7,6.2,6.6,7,6.3,6.8,7.1,6.5,6.8,6.9,6.7,6.6,6.7,6.5,6.4,6.5,6.3,6.6,6.7,6.5,6.9,7,6.8,7.2,7.3,7.2,7.2,7.1,7.2,6.5,6.4,6.6,5.9,5.8,6,4.4,4.3,4.6,3.3,3.1,3.5,2.5,2.2,2.8,1.7,1.4,2.1,1.6,1,2.2,13.1,13.7,12.5,4,4.2,3.8,9.6,9.8,9.3,40.1,41.1,39.2,79.2,78.2,80.1,76.5,75.3,77.6,19.4,17.7,21.1,16.9,15.2,18.5,13.6,11.9,15.1,5.8,4.5,7,38,36.6,39.2,95.1,(X),(X),58.9,(X),(X),21.5,(X),(X),37.4,(X),(X),0.1,(X),(X),0.9,(X),(X)
2012,0400000US48,Texas,25208897,12509812,12699085,7.7,7.9,7.4,7.6,7.8,7.4,7.4,7.7,7.2,7.5,7.7,7.2,7.3,7.6,7,7.3,7.5,7.2,7,7.1,6.9,7,7,7,6.8,6.8,6.8,6.9,6.9,6.9,6.6,6.6,6.7,5.6,5.5,5.7,4.7,4.6,4.9,3.4,3.3,3.6,2.5,2.3,2.7,1.9,1.7,2.1,1.4,1.1,1.7,1.2,0.8,1.6,15.1,15.5,14.6,4.5,4.6,4.3,10.3,10.7,9.9,42.9,43.8,42.1,75.8,75.1,76.5,72.8,72,73.6,15.2,13.8,16.6,13.2,11.8,14.5,10.5,9.2,11.7,4.5,3.6,5.4,33.6,32.6,34.7,98.5,(X),(X),60.3,(X),(X),16.8,(X),(X),43.6,(X),(X),0.1,(X),(X),1.1,(X),(X)
